50	老板以20万收购一家公司的60%股份，但是法人和公司名字不变，要税司及工商变更，那对公银行账户是怎么操作的，你有没有相关的转让协议或者合作协议样板呢
51	请问购买课件是多少钱？
52	老师，年底发双薪的话，是不是第13个月的工资单独计算？
53	老师我们是小规模纳税人，甲方提供材料，对我们有什么影响吗成本怎么核算
54	老师，个体工商户个人所得税是一年一交还是每月都交的？那计算依据是什么呢？目前有两家门店，法人不一样，一个店是每个月都一样的个人所得税，一家店确实不用交。问税务局，说开票金额没有达到所以不交，我有些不懂，请老师跟我解释一下。
55	老师，比如员工基本工资3000，奖金800，12月份发放双薪制，那么双薪的个税怎么计算？是不是3800/12确定税率为3%，然后3800*3%？
56	老师，请问就是公司因为工作需要，需要合作方工作人员来我司所在地办公，然后我司为对方工作人员支付的住宿费是怎么做借方啊
57	老师，我想问一下就是现金会计需要做哪些工作内容
58	老师，我们公司开预收款发票，但是当月钱没收到，我怎么处理？
59	税控设备利技术维护费本期填了附表四，但附表一未填抵扣金额，怎么办
60	老师，请问发票开错了，跨月的，冲红了，请问他们要将购方发票退给我们吗？
61	我可以月末按进销存的总收入和总成本一起做一笔分录到记账模块吗？
62	若是按3%税率计算，企业所得税应该是1213.59元，和5%差额为23.12元。其实我们是3%税率，小规模纳税人，发票开错了，但对方不退票。以上3%和5%税率差，这样情况我们要补增值税和所得税吗？若补缴税了，是不是就要把营业收入也按3%入账呀
63	采购财务软件，先支付了50%的款项，同时收到了50%款项金额的发票，是先把这50%的金额入账到无形资产吗？最后是等到支付完所有的合同金额，再摊销吗？
64	请问老师这些数据是填12月份的金额还是填1-12月的累计金额？
65	老师你好，我司小规模电力设计公司，设计服务费开票后，分录借:银行存款，贷主营业务收入，应交税金-增值税需要结转成本费用吗？如需要，怎么做会计分录
66	老师，我可不可以不按发票的吨数入库，可不可以按应收数，实收数来做
67	私立医院营业执照下来了，医院还在装修没开业需要申报税吗？报税需要密钥和报税盘吗
68	老师，小规模纳税人季度销售额没有超过9万元，但是之前销售商品时让税务机关代开过增值税专用发票，这种情况不是应该不用缴纳增值税的吗？为什么还要交税？
69	房产税怎么计算，有自有100万平，其中50万平自己用，50万平出租，，这个要怎么算呢？
70	老师好，看了答案之后，我发现，他的手续费并没有进当期损益，还有一个递延收益600我不明白；待处理财产损益还有个20也不明白；如果说是顾客拿20块钱零钱，为什么不计入营业外收入？
71	老师，请问员工离职，补偿一个月工资5000元，这个要不要交什么税
72	老师好，公司在银行办法的金卡，收取的年费，怎么做账
73	资本公积大于公司的注册资金的话，那用资本公积转增资本是不是前期认缴的股东就不用实缴了，直接用资本公积帮他们实缴了？
74	平价代采购，怎么写分录
75	@宋老师:续之前企业所得税申报问题，刚才查看之前的申报表，发现2季度申报本期金额有误，导致出现这个差额，请问这样该怎样进行调整？
76	老师，公司是做创意生态农场的，请问有这方面的核算课程吗？
77	老师请问一下那个建筑行业的税率怎么定的呀？是建筑行业一般纳税人的那种
78	去年会计有一笔一千多块钱的增值税是属于小微企业免交的，但是她没有做账务处理导致我今年的账上一直挂着这笔增值税怎么处理？以前年度损益调整吗？
79	老师，职业年金怎样入账
80	老师我有一家公司经营了2年一直没外账就是之前的会计一直0申报那个增值税又乱申报一个数字我这个月把外账全部补齐了，账面满目苍夷不知道会不会有事
81	老师，我公司是家俱生产企业，生产各种型号的木柜子，用的板材有几种，五金件，耗材等，这些材料成本要怎么分摊啊？
82	老师，请问发票开错了，购方做账了，不愿退回，跨月的，我们开了红字发票，请问票据怎么处理？
83	老师，2015年12月暂估入库应付xx公司100万，当时已经结转成本了。1、要怎么冲掉这笔暂估应付款？2、应付x公司我们现在那个月都有交易，每个月收到发票都有冲暂估的，但是因为每个月都有销项，收到这个x公司的发票之后冲了之前的100暂估应付，现在每个月又要暂估应付x公司，这样做对
84	您好!老师，筹建期，所有的费用记在管理费用——开办费，那用不用设三级科目，把费用细化？
85	邹老师你好我有一家公司经营了2年一直没外账就是之前的会计一直0申报那个增值税又乱申报一个数字我这个月把外账全部补齐了，账面满目苍夷不知道会不会有事
86	老师，借：预收，贷：其他应付款，在现金流量表如何指定
87	老师，请问发票开错了，购方做账了，不愿退回），跨月的，这笔业务存在，要给哪些票给购货方
88	老师，采购财务软件，先支付了50%的款项，同时收到了50%款项金额的发票，是先把这50%的金额入账到无形资产吗？最后是等到支付完所有的合同金额，再摊销吗？
89	今年会计从业是不是不用继续教育了？
90	同一天发生的不同类型经济业务能写到同一张记账凭证上面吗？
91	你好机关事业单位也需要缴纳残疾人保障金吗？
92	老师请问公司给代理商们报销车费、住宿费等这些算在业务招待费对吗？还是有更好的科目？
93	老师，海关专业缴款书显示的这个还用去税务局么
94	请问老师我本季度的现金流量表的本期金额和上期数反映的是那个时期的数？
95	企业从外地搬来固定资产有些已经超过10年，还提折旧吗？还有不到十年的
96	凡是会计主体都是借方的这一方吗？
97	老师，股东实收资本未到位，能否办理注销？如果不能，有哪些风险？
98	老师我们用九月对公账付款买了东西但是对方开票开到了另一个公司（也属于我们内部公司）怎么办而且九月已经拿银行回单做账了
99	想请问下，年底发放双薪中的第13个月的工资具体金额单位可以自己决定的吗？比如给A5000，给B7000？（A平时月工资3000，B月工资5000），可以不按他们平时工资给予双薪的咯？
100	我们是一家投资公司，我们要筹拍一部电影，跟一家甲方影视文化中心签订了这电影个项目，甲方负责所有项目的政策审查、政策指导、行政审批、监督监管、协助拍摄等工作，如发生相关费用，经乙方确认后由剧组承担。但是我们投资公司没有电影制作业务，委托另一家影视公司做（是我们自己的），我们现在的投资公司给甲方已经汇了二笔款了，这二笔款我是应该入成本吧？可以吗？
101	老师我想请问取得收入却未开票是否可以的，有规定是哪些收入可以不用开票的吗
102	老师，我想问下2018年中级职称的报考条件，我是非会计专业的，09年毕业，就考了会计证，2013年拿到的初级职称证书，这种情况，可以报考2018年中级职称考试吗？
103	@邹老师还是上次那个问题。
104	@宋老师:借：库存商品-暂估入库，贷银行存款，然后发票来了再冲回做个正确的分录吗？如果还没等发票收到先卖出去而且开票了怎么处理？
105	汇兑损益每个月都不结转，可以留到年末一起结转吗？
106	老师，你好，我想问下可以买什么中级的练习题和综合题来配合听课做呢
107	上个月因为是领导个人打款给租房公司交的押金，做的借：其他应收款，贷：现金。后来租房公司把钱打给领导个人了，现在领导把钱打到我们公司账户了，怎样做会计分录。
108	给外包人员发的工资补贴怎么做账?
109	老师，个人给我们公户上转了50万算借款，现在我们要还给他52万，有2万是利息，2万的利息能从公户转吗？
110	你好老师，我们有一批买别人的旧机器，老板想入到外帐上，但是没发票怎么入到外帐上
111	老师我的实收数量大于应收数量
112	单位收到一张水产品的通用机打发票，品名是水产品，金额是81000，请问该交多少税
113	您好老师！我听熊超老师的课前面听了三节后面就听不了了，视频打不开？请问是什么原因。我是会计网的终身学员，
114	开办医院的时候购买的病床，那些是入营业成本-周转材料还是直接入费用的
115	我们公司给别的公司代开7800的发票，税点是5个点，怎么算呀？
116	总公司小规模的升级为一般纳税人，但是分公司是非独立运营。会对分公司造成影响吗。分公司已经注册，但是没有去税务报道，报道的话是小规模吗
117	老师你好，购买的个人意外伤害保险能抵个税吗
118	消防安装可以用开具石材的发票吗？
119	不是我公司跟美团有合作吗然后有订单的话人家给我们返款是按扣除佣金后的金额返钱的那要怎么做账呢我们是直接按实际收款的做收入呢还是怎么做呢
120	请问一下公司交房租1季度1交，下面3个时间点如何编凭证呢？1、银行预交房租，拿到银行回单时2、收到3个月房租发票时，3、房租按月计入管理费用时
121	把进销存的金额按供应商的总数记到记账模块会好一些，是吗？
122	老师，有个3550000（含税）的购买设备的发票，现在在筹建期，这个是进固定资产的！我应该怎么做账呢？借：固定资产3034188.03应交税费-应交增值税515811.97贷：银行存款3550000吗？然后摊销的时候只摊销不含税的固定资产吗？
123	老师，在银行购买理财产品赎回收到的收益放到哪个科目适合的
124	老师好我们老板几个月前注册了一个公司没有去税务登记备案现在想注销公司怎么弄啊
125	老师，普票跨月了。作废用红冲吗？
126	总公司在市区，如果在下面的县城开工是不是需要预交缴纳增值税，如果在县城开分公司已分公司的名义开票是不是就不用预交税款？
127	老师公司买柴油清洗窗台使用的，计入我们科目及二级科目呢？
128	老师，请问公司给员工购买的意外商业保险取得的专用发票，进项税可以抵扣吗
129	老师，预收账款退回去要怎么做？
130	结转汇兑损益是在软件期末调汇中进行吗，我看上一个会计设置的期初汇率是1，而且他从1月到9月就没有结转过汇兑损益，如果我想结转汇兑损益的话，期末汇率我该如何填写？
131	老师现在专票的二维码没打完请问还能认证的起吗重庆的
132	想问一下出租通信设备给移动，联通等的，税率是多少，和课程内的汽车租赁业一样吗
133	老师毛利等于利润吗？答疑姜老师撤回了一条消息快乐之神(3251147790)16:43:59餐饮类门店租金是属于运营成本吗？
134	老师，我们公司借了30000块给别的公司，算是其他应收款还是应收账款呢？
135	老师，资本化开支都没有票，也不知道多少，怎么入无形资产？专利已经申请下来了
136	老师，我们购进原材料的发票金额是2800，但是我们给对方帐上打了3000，剩下的200，以后我们还要买东西用，这200我怎么做账？写一下会计分录，谢谢
137	老师现在维修费也是17的税率吗
138	厂房过户要缴纳哪些税
139	工地洗车机怎么做分录？
140	老师，公司客户收发票，必须是客户当地税务局代开的发票，我公司业务人员在当地税务局代开发票，也交了税金了，这样的发票能否入账？怎么入账？
141	老师，我们跟农名工签订的劳动合同，甲方应该填法人的名字还是公司的名字
142	在发票勾选平台查不到发票的信息，核对开票信息没有错，怎么回事呀
143	公司替别的公司（没给钱）申报商标，钱（对公）已付，发票没到，怎么做分录呢
144	刚成立的房地产公司初期不太忙，有哪些业务分录需要处理？
145	还有一个问题，公司收到员工的生育补贴，在她休产假期间是按照基本工资3000发给她的，现在报下来后是3370，中间的差额我们要补给她，这个如何做账呢？另外报个税的时候需要把这笔收入报在10月份吗
146	老师你好！采购时没有向对方要发票，，而销售时客户要求我们开发票，现在产生只有收入，没有成本，所得税大幅度增加，现在补开发票回来冲账可以吗，如何调账，如何账务处理
147	我们有一些面包过期或损坏的话是属于管理费用还是运营成本
148	我资产负债表只有货币资金3918.04-这个处置资产损益明细表是这样填吗
149	老师，预收账款退回去要怎么做？收进来是：借：银行，贷：应收。都要退回去：贷方肯定是银行，借方应收也要减少，不是负数怎么做？
150	是将370元／月差额按128天补给员工，不知道会计分录怎么做
151	老师，请教个问题，我们母公司是A公司，子公司有B、C、D、E，公司之间的款项往来我都挂的其他应收款-A，B，..或者其他应付款A、B、C...,合并报表的时候，其他应收和其他应付，是不是把内部的往来都要减去？
152	消防检测公司，检测费，外部第三方拿到项目，和公司签订合同，检测完成后，开票是项目总额，总额返利一部份给第三方，项目完成后款直接进公司公账，但是包含了要返利给第三方的一部份，剩下的公司拿40%，检测员拿60%，检测员拿的60%和返利给第三方的这部分怎么走公账，公司税怎么处理？
153	不能抵扣的进项发票认证后，没有做进项税额转出的凭证，也可以直接在报表中操作，请问怎么操作？
154	公司买的二手车，开票金额小于实际付款金额，入账时多出的部分用的其他应收款，以后要把其他应收款怎么结转，多出的部分是没有发票的
155	老师，我们是典当行，主要以给客户贷款，收利息为主营业收入，但是客户有不还利息的情况，就是说，客户到还本金时，中间有几个月利息就不给了，我们也没办法，只能把本金收回来。在税法上，这几个月利息收不上来，是否会视为我们主动放弃赠送给客户的呢？另外赠送视为销售，要做收入纳税吗？
156	老师，固定资产清理，进项税还没抵扣完，怎么做分录，具体分录，谢谢
157	我们租赁合同15年8月份签到16年8月份，17年没有签，现在要去交印花税，要怎么搞？这个租赁合同印花税怎么算啊？
158	老师，我们总公司账户转账付成本开的是总公司的抬头，但是最后货款是分公司的账户收钱的这样可以吗，要怎么做账
159	老师你好！我们公司卖了一台车价款为66万，现在客户用两台旧车冲抵了36万的首付款，两台车已入库现在又以27万的价格卖给了其他人这笔分录该如何做呢
160	公司的每项支出，都应该填个单据，像付款凭单，付款申请书，这类的吗？公司是个小企业，并没有在银行开公户，有时候老板让我付款我就直接用他给我的卡付了，这样对吗
161	老师我们月底准备对公司进行大盘点有没有盘点的表格盘点流程是什么样的
162	个体户所得税怎么报？有员工的
163	被背书人的公司全称书写模糊要写证明背书人不愿意开可以被背书人开的吗
164	请问专票的规格型号没填有影响吗？
165	老师，谢谢你，我知道我是那里错了。我单据做成负数了
166	老师，我是钢材贸易的，进来是实际重量，而我们销出去的是理论重量，而理论重量大于实际重量，这样如果我按实际重量入账，我进项会差很多，请问老师，我可以按理论重量入库吗，还是只能按发票数量来录
167	请问前两个月我们的进项超过了销项，导致预交的税款全部在本期应补退税额那一列去显示负数了，留抵税额那一栏就少了本期预交的税额，现在我们销项大于进项了，那前面我们认证的申报表上面出现本期应补退税额的增值税我们还能抵扣吗
168	请问西药取消加成后，药房将西药退库后再重新入库，如果同一种西药还剩10盒，其中6盒2017年3月进货价格5元，4盒2017年8月进货价格8元，现在统一退货，平进平出是应该进货分别体现6盒5元，4盒8元，但西药房将剩余10盒统一按最近价格2017年8月进价8元调拨至药房，即出现从药房退到药库时进价为6*54*8=62元也是本单位应付药商的费用，但从药库再重新调拨至药房，药库的进价为10*8=80元，这中间的80-62=18元，如何账务处理？分录如何？
169	老师，您好全盘账实操课程中的深圳广硕期初数据录入完成后，怎么总显示保存成功，期初数据错误，结转损益没法结转，怎么回事？
170	老师员工宿舍电费和宿舍客房电费分别计入什么科目及二级科目？
171	外购猪肉再销售需要交税吗
172	看以前会计做的，调整数额，红色那栏还是加上去的，有点搞不清，我觉得合并后，其他应收款的总数应该减少
173	王老师：请问西药取消加成后，药房将西药退库后再重新入库，如果同一种西药还剩10盒，其中6盒2017年3月进货价格5元，4盒2017年8月进货价格8元，现在统一退货，平进平出是应该进货分别体现6盒5元，4盒8元，但西药房将剩余10盒统一按最近价格2017年8月进价8元调拨至药房，即出现从药房退到药库时进价为6*5+4*8=62元也是本单位应付药商的费用，但从药库再重新调拨至药房，药库的进价为10*8=80元，这中间的80-62=18元，如何账务处理？分录如何？
174	请问下乡演出的演艺公司属业哪个们业。
175	老师，我们使用的是金蝶软件，我打印出来的凭证都比会计凭证封面大，要怎么设置，才能让它打印出来的大小与会计凭证封面一样大？
176	我们是一般纳税人，客户从私人账户上转货款到我公司对公账户上，并要求开发票，能开吗？
177	老师，付现5万，我做凭证5万支付单，做成3万，下个月怎么补救，是红冲3万，再做个5万，可以吗？
178	收到通知账上有货款汇入。出纳需要做些什么呢，需要马上去以后拿回单吗？
179	请问老师学堂里有类似业务的实操吗？有的话，是哪一个？请指教！
180	请问将自产或者外购的产品赠送他人这个销项税额是根据哪个金额算的呢
181	老师，这个月由于商场补配合转账我们是餐饮总公司账户转账付菜成本开的是总公司的抬头，但是最后货款是分公司的账户收钱的，要怎么做账下个月就正常转
182	老师，但是我们账户上实际就少划了这26那这个26的差额我入到哪里啊
183	老师，例：购买的A企业的货物。开来发票30000，我公司用承兑支付货款29800，请问老师少给的200元是不是要做收入？缴纳企业所得税？
184	2016年1月，王某当月工资为5000元，王某所在任职单位按国家规定标准给职工缴纳企业年金的企业缴费部分，并按照当月工资的5%扣缴企业年金个人缴费部分。王某本人上一年度平均工资4000元，其工作所在地上一年度职工月平均工资3000元。计算王某2016年应缴纳的个人所得税。
185	请问总公司与下属3个子公司的帐在采用财务软件作帐时是用一个帐套还是多个帐套反映呢了？怎样作呢？
186	餐饮店液化气计入成本还是费用？具体的计算方法
187	私立医院需要办理什么证件?刻什么章？
188	老师，公司有很多的付款业务都没有收到正规发票，就是收据之类，有的还是直接自己手写个收条，这种的话能入账吗
189	老师，那收付股权款是不是借银行存款，贷其他应付款卖股权借其他应付款卖股权，贷银行存款，借实收资本贷实收资本
190	老师，营业执照的地址变更，那开票资料也要变更吗
191	老师，公司买了一部二手车，是不是按发票开具金额入账固定资产？那么折旧怎么提？因为是二手车，残值率考虑不考虑？我直接按4年直线法提折旧？
192	请问前两个月我们的进项超过了销项，导致预交的税款全部在本期应补退税额那一列去显示负数了，留抵税额那一栏就少了本期预交的税额，现在我们销项大于进项了，那前面我们认证的申报表上面出现本期应补退税额的增值税我们还能抵扣吗，能不能不退税直接抵扣啊，退了税然后又交，好麻烦
193	老师请问坏账装备的增加方是
194	现在公司A与公司B合作研究开发一部机器，我司也投入技术，对方负责生产和技术。双方签订利润分配协议，双方均可销售，但每卖一台机器，都会分成收入给对方，这样收到的分成收入应该怎么做账呢？入投资收益吗？
195	老师你好，想问下基本户账号和单位结算卡账号的区别
196	老师，一个小规模纳税人月销售含税3万，缴纳增值税873.79，城建税61.17；小规模纳税人月入没超过3万的不用交增值税，那应交增值税873.79就记入营业外收入不缴纳了，问城建税的61.17还要缴纳么？
197	问一下房地产开发企业支付的天然气安装费应计入那个会计科目，现在不让客户叫这个费用了，有房开企业交
198	老板建设此房子时什么票据都没有了，我应该怎么办？连装修，购买的东西，都没有发票了胡桂芳(175880750)17:32:22现在酒店开始营业了，我应该怎么办，求助
199	老师，民营医院，以前是盈利性医院现在改为非盈利性医院，国税部门有关手续是变更的，现在工商部门要我们出具清税证明才可以把营业执照给注销掉，而国税是变更没有注销以前的公司账户，现在该怎么弄呢？
200	可以用加油票抵运费吗？
201	老师，一般纳税人开普票，也要计算增值税销项？
202	购买300的茶叶用来招待，当时挂账预付，收到发票，发票金额330，冲销之前的预付，余额贷30，怎么把账做平？
203	老师：我们购买了一家公司的股权5%，花了40万，应该怎么做会计分录呀？
204	老师我们合同是45000.00管理费12%，45000*（1-12%-7.5%、5%、-2.5%）是什意思、现在要开成本票里
205	老师，灯具的小配件好多，我可以做到配件的库存吗？
206	就是会员卡充值比方说充20000赠10000赠送的10000是不是一般进销售费用
207	计算增值税应纳税额时含开普票的吗？
208	固定资产这种不留殘值的处理方法，要去税所申请的吗？还是之前不留残，以后所有的固定资产业务都可以这样操作？这种折旧方法，需不需要去税务局报备的
209	老师，进项认证的发票找不见了，要怎么办呢？
210	我们是这么一个经济业务，个人打款到公司购一股东股权款，这个股东收到股权款后，用股权款支付司法划款，都是在公司账上，这处要怎么做账呢
211	我公司前期没有建账的，进销有点乱，现在就是通过excel手工来完善，将进、销对应上来，那现在要出财务报表，能否可以仅凭目前数据来做。
212	老师，北京营改增是16年5月开始施行的吧？
213	请问老师：我们打到业主那里的施工保证金好几年，现在业主退回来,另外还付了我们公司1万多元的利息,这个利息收入可以直接到到财务费用吗?
214	我要登记资产的已提折旧，是看账套里累计折旧的期初额、期末额还是发生额的借贷方呀？
215	@邹老师，税收分类编码要选吗？开票时要选吗？
216	老师，请问股权转让完税证明是什么样的啊？是交个税的吗？按多少比例交呀？平摊吗？
217	公司是小规模，以公司名义购买的车怎么做账啊
218	公司是小规模，以公司名义购买的车是借：固定资产，贷；现金或者银行存款。不涉及税？保险费也交了有没有借:应交税费—应交增值税？
219	我想问下，就是我单位在去年和今年都分配了利润，造成资产负债表上面去年的未分配利润的年初余额与利润表上面本期金额之和不等于资产负债表上面未分配利润期末余额，请问这种情况是正常的吗？就好像没勾稽关系了一样
220	老师，固定资产盘盈后续分录如何处理可以给整套流程
221	老师维修费是改前和改后都是17是吗税率
222	老师，员工出差的差旅费是不是可以全额抵扣的
223	老师，我们这员工有手机费自2016年起至今没有报销，每月金额也不大，100元以内，能否一次性入账？
224	老师维修费是改前和改后都是17%吗
225	老师，付款申请书和付款凭单一样不，一笔业务要两个都填还是只填一个就行了
226	老师，我想请教装订凭证方面的问题，热熔管财务装订机把凭证装订好后需要把凭证角包一下吗？
227	老师您好！请问什么是双定户？是关于个体户的
228	老师，公司账上挂了一笔其他应付款贷方余额5000，经查是2011年一公司外部人员报销勘查费未支付其款项。所以计入其他应付款，其一直未向公司索要。余额挂到现在，请问这种情况可以怎么处理，需要调账吗
229	老师，你好，网上认证发票需要去税局窗口开通这项业务吗？还是网上可以申请
230	工地渣土外运费用怎么做分录
231	供应商给与的货款折让，是不是要冲减财务费用？
232	老师你好，现接手一家新企业，之前的会计交接不清楚，说白了就是稀里糊涂的接手了这份会计工作。之前的成本结转也不知道她是怎么结转的，现在我接手的话，能更换了成本会计核算方式吗
233	销项发票开：467921.23元，进项发票可以认证457682.84吗？
234	查账征收和查账征收的财务报表填写有什么区别么
235	老师，个体户国税双定额征收，如果每个月征收定50000元，那我们如果一个月里营业收入刚好50000元，还需要交增值税吗？
236	房租需要摊销吗????
237	电缆行业是参照那个行业的会计学习呢？
238	老师请问贷借记账法的规则是什么
239	测绘用的＂地形地籍成图软件＂是作为＂无形资产＂还是＂固定资产＂核算?财务用的＂用友软件＂呢?
240	对账公户收到同一客户两笔钱，开发票时，可以将这两笔钱的金额加在一起，开在一张发票上不？
241	是什么差额呀？只交个税吗？
242	我们公司没有在银行开公户，平时我们付款的时候要填什么单据呢？还是直接付款
243	如果原来实收资本是500万元，原来3个股东又新增3个股东，同时也增资500万元，变成1000万元，是不是这样没有发生股权转让就不需要交个税。只有发生股权转让时才交个税呢？
244	一般好像转让的比投资的要少呀，最多相等，这样哪个减哪个呢？
245	老师，老板的亲戚时不时往我们公司走一笔钱，他个人用房产证抵押贷款，之后贷款入到我们公司账上，再转给他个人，有时他还帮别人走，这样好吗？
246	建投公司的账务如何处理
247	佣金发票是多少税率呢。个人开以及公司开的区别在哪里
248	打个比方：一个司机接送客户总金额500元，司机那部分占92%，企业占8%那司机领取结算款也做在其他应收账款，公司那部分结算款做在营业收入可以吗？老师你好我司是汽车租赁行业，司机在接送客人，没按规定时间到达目的地，客人投诉，司机扣款金额我想做哪个科目里合适。公司被App平台扣罚款做在营业外支出可以吗？
249	老师，兴隆经贸(5月份）业务20里：明明业务7是120元卖出去的，还开了发票，只是账未收，入应收账款。另业务11才是200元卖出去的，已到对公帐户，入银行存款。而这里的退货不应该是退的业务11的吗？所以借方不应该是银行存款吗，怎么是应收账款？是因为没有银行退款交易凭证所以从应收来抵是吗？
250	老师收到一张专票，已经认证，抵扣联和记账联都丢了，现在也联系不到对方单位，可以再转出不抵扣吗？这样操作有什么影响吗？
251	快帐软件可以同时登入几个人使用?
252	老师:报所得税的收入是不是看销售的不含税收入了
253	老师好，我们8月份盘下的公司，10月份才申请了一般纳税人。8-到现在是用Excel做的账，现在开始用金蝶软件做账，我想问下科目表的期初余额该怎么填。另外我们现在所用的东西（我们是物流公司，都是用的现有的东西，叉车，电脑什么的），这些我要体现出来吗？如果需要要怎么做？另外我们是合伙盘下的，别人投资进来的钱怎么算（投进来的钱也已经付了转让费了）。问题比较多，麻烦老师了。
254	查账征收与核定征收的区别？核定征收的好处
255	老师彩票平台的经营模式跟账务核算要怎么做呀？一点概念都没有
256	期初A产品是5件，金额250元，B产品是40件，金额是800元，月末入库A产品4件，半成2件，销售3件件，金额180元，B产品月末入库10件，半成品2件，销售20件，金额是600元，如何算材料成本
